Time_index,Time,Strain,Temperature
20090829040000,2009-08-29 04:00:00,,
20090829080000,2009-08-29 08:00:00,,
20090829120000,2009-08-29 12:00:00,,
20090829160000,2009-08-29 16:00:00,,
20090829200000,2009-08-29 20:00:00,,
20090830000000,2009-08-30 00:00:00,,
20090830040000,2009-08-30 04:00:00,,
20090830080000,2009-08-30 08:00:00,,
20090830120000,2009-08-30 12:00:00,,
20090830160000,2009-08-30 16:00:00,,
20090830200000,2009-08-30 20:00:00,,
20090831000000,2009-08-31 00:00:00,,
20090831040000,2009-08-31 04:00:00,,
20090831080000,2009-08-31 08:00:00,,
20090831120000,2009-08-31 12:00:00,,
20090831160000,2009-08-31 16:00:00,,
20090831200000,2009-08-31 20:00:00,,
20090901000000,2009-09-01 00:00:00,,
20090901040000,2009-09-01 04:00:00,,
20090901080000,2009-09-01 08:00:00,,
20090901120000,2009-09-01 12:00:00,,
20090901160000,2009-09-01 16:00:00,,
20090901200000,2009-09-01 20:00:00,,
20090902000000,2009-09-02 00:00:00,,
20090902040000,2009-09-02 04:00:00,,
20090902080000,2009-09-02 08:00:00,,
20090902120000,2009-09-02 12:00:00,,
20090902160000,2009-09-02 16:00:00,,
20090902200000,2009-09-02 20:00:00,,
20090903000000,2009-09-03 00:00:00,,
20090903040000,2009-09-03 04:00:00,,
20090903080000,2009-09-03 08:00:00,,
20090903120000,2009-09-03 12:00:00,,
20090903160000,2009-09-03 16:00:00,,
20090903200000,2009-09-03 20:00:00,,
20090904000000,2009-09-04 00:00:00,,
20090904040000,2009-09-04 04:00:00,,
20090904080000,2009-09-04 08:00:00,,
20090904120000,2009-09-04 12:00:00,,
20090904160000,2009-09-04 16:00:00,,
20090904200000,2009-09-04 20:00:00,,
20090905000000,2009-09-05 00:00:00,,
20090905040000,2009-09-05 04:00:00,,
20090905080000,2009-09-05 08:00:00,,
20090905120000,2009-09-05 12:00:00,,
20090905160000,2009-09-05 16:00:00,,
20090905200000,2009-09-05 20:00:00,,
20090906000000,2009-09-06 00:00:00,,
20090906040000,2009-09-06 04:00:00,,
20090906080000,2009-09-06 08:00:00,,
20090906120000,2009-09-06 12:00:00,,
20090906160000,2009-09-06 16:00:00,,
20090906200000,2009-09-06 20:00:00,,
20090907000000,2009-09-07 00:00:00,,
20090907040000,2009-09-07 04:00:00,,
20090907080000,2009-09-07 08:00:00,,
20090907120000,2009-09-07 12:00:00,,
20090907160000,2009-09-07 16:00:00,,
20090907200000,2009-09-07 20:00:00,,
20090908000000,2009-09-08 00:00:00,,
20090908040000,2009-09-08 04:00:00,,
20090908080000,2009-09-08 08:00:00,,
20090908120000,2009-09-08 12:00:00,,
20090908160000,2009-09-08 16:00:00,,
20090908200000,2009-09-08 20:00:00,,
20090909000000,2009-09-09 00:00:00,,
20090909040000,2009-09-09 04:00:00,,
20090909080000,2009-09-09 08:00:00,,
20090909120000,2009-09-09 12:00:00,,
20090909160000,2009-09-09 16:00:00,,
20090909200000,2009-09-09 20:00:00,,
20090910000000,2009-09-10 00:00:00,,
20090910040000,2009-09-10 04:00:00,,
20090910080000,2009-09-10 08:00:00,,
20090910120000,2009-09-10 12:00:00,,
20090910160000,2009-09-10 16:00:00,,
20090910200000,2009-09-10 20:00:00,,
20090911000000,2009-09-11 00:00:00,,
20090911040000,2009-09-11 04:00:00,,
20090911080000,2009-09-11 08:00:00,,
